Adair,63533,63533,White,0,,#VALUE!
Adair,63533,63533,White,0,,
Adair,63559,63559,White,1,,
Adair,63540,63540,White,1,,
Adair,63546,63546,White,1,,
Adair,63501,63501,Asian,0,,
Adair,63501,63501,Hispanic/Latino,1,,
Adair,63501,63501,Not Specified,0,,
Adair,63501,63501,White,45,,
Andrew,64436,64436,White,3,,
Andrew,64449,64449,White,0,,
Andrew,64459,64459,White,4,,
Andrew,64483,64483,White,1,,
Andrew,64485,64485,Multiple Race/Ethnicity,2,,
Andrew,64485,64485,White,18,,
Atchison,64446,64446,White,1,,
Atchison,64482,64482,White,4,,
Atchison,64491,64491,White,5,,
Atchison,64498,64498,White,2,,
Audrain,65232,65232,White,0,,
Audrain,63345,63345,White,1,,
Audrain,63352,63352,Black/African American,1,,
Audrain,63352,63352,White,3,,
Audrain,65264,65264,Asian,1,,
Audrain,65264,65264,White,4,,
Audrain,65265,65265,Black/African American,1,,
Audrain,65265,65265,Hispanic/Latino,2,,
Audrain,65265,65265,Multiple Race/Ethnicity,1,,
Audrain,65265,65265,White,44,,
Audrain,65285,65285,White,4,,
Audrain,63382,63382,Asian,1,,
Audrain,63382,63382,Multiple Race/Ethnicity,1,,
Audrain,63382,63382,White,10,,
Barry,65625,65625,White,3,,
Barry,65641,65641,White,0,,
Barry,65647,65647,Asian (Other),0,,
Barry,65708,65708,Asian,1,,
Barry,65708,65708,Hispanic/Latino,4,,
Barry,65708,65708,Multiple Race/Ethnicity,1,,
Barry,65708,65708,White,17,,
Barry,65734,65734,White,2,,
Barry,65747,65747,White,4,,
Barry,65772,65772,White,2,,
Barton,64748,64748,White,3,,
Barton,64759,64759,American Indian/Alaska Native,1,,
Barton,64759,64759,Asian,1,,
Barton,64759,64759,Multiple Race/Ethnicity,1,,
Barton,64759,64759,White,18,,
Barton,64762,64762,White,2,,
Bates,64720,64720,Not Specified,1,,
Bates,64720,64720,White,8,,
Bates,64722,64722,White,1,,
Bates,64723,64723,White,0,,
Bates,64730,64730,Asian,1,,
Bates,64730,64730,White,9,,
Bates,64742,64742,White,2,,
Bates,64752,64752,White,1,,
Bates,64780,64780,White,1,,
Bates,64779,64779,White,4,,
Benton,65325,65325,White,3,,
Benton,65326,65326,White,1,,
Benton,65355,65355,Hispanic/Latino,2,,
Benton,65355,65355,White,11,,
Benton,65338,65338,White,4,,
Bollinger,63760,63760,White,1,,
Bollinger,63764,63764,White,2,,
Bollinger,63662,63662,White,1,,
Bollinger,63781,63781,White,1,,
Boone,65010,65010,Asian,2,,
Boone,65010,65010,Hispanic/Latino,2,,
Boone,65010,65010,Multiple Race/Ethnicity,0,,
Boone,65010,65010,White,51,,
Boone,65202,65202,American Indian/Alaska Native,2,,
Boone,65202,65202,Asian,19,,
Boone,65202,65202,Asian (Other),6,,
Boone,65202,65202,Black/African American,51,,
Boone,65202,65202,Hispanic/Latino,35,,
Boone,65202,65202,Multiple Race/Ethnicity,27,,
Boone,65202,65202,Native Hawaiian or Other Pacific Islander,1,,
Boone,65202,65202,Not Specified,9,,
Boone,65202,65202,White,478,,
Boone,65240,65240,Black/African American,1,,
Boone,65240,65240,Multiple Race/Ethnicity,2,,
Boone,65240,65240,Not Specified,0,,
Boone,65240,65240,White,55,,
Boone,65201,65201,American Indian/Alaska Native,1,,
Boone,65201,65201,Asian,40,,
Boone,65201,65201,Asian (Other),6,,
Boone,65201,65201,Black/African American,106,,
Boone,65201,65201,Hispanic/Latino,39,,
Boone,65201,65201,Multiple Race/Ethnicity,31,,
Boone,65201,65201,Not Specified,14,,
Boone,65201,65201,White,769,,
Boone,65203,65203,American Indian/Alaska Native,1,,
Boone,65203,65203,Asian,58,,
Boone,65203,65203,Asian (Other),20,,
Boone,65203,65203,Black/African American,70,,
Boone,65203,65203,Hispanic/Latino,52,,
Boone,65203,65203,Multiple Race/Ethnicity,56,,
Boone,65203,65203,Native Hawaiian or Other Pacific Islander,2,,
Boone,65203,65203,Not Specified,21,,
Boone,65203,65203,White,941,,
Boone,65205,65205,Black/African American,0,,
Boone,65205,65205,Hispanic/Latino,1,,
Boone,65205,65205,Multiple Race/Ethnicity,1,,
Boone,65205,65205,Not Specified,0,,
Boone,65205,65205,White,8,,
Boone,65211,65211,Asian,0,,
Boone,65211,65211,Black/African American,1,,
Boone,65211,65211,Not Specified,0,,
Boone,65211,65211,White,4,,
Boone,65215,65215,White,0,,
Boone,65255,65255,Asian (Other),1,,
Boone,65255,65255,Black/African American,1,,
Boone,65255,65255,Hispanic/Latino,1,,
Boone,65255,65255,White,23,,
Boone,65256,65256,White,18,,
Boone,65039,65039,Hispanic/Latino,1,,
Boone,65039,65039,Multiple Race/Ethnicity,2,,
Boone,65039,65039,White,20,,
Boone,65284,65284,Black/African American,1,,
Boone,65284,65284,White,10,,
Boone,65279,65279,Multiple Race/Ethnicity,1,,
Boone,65279,65279,White,22,,
Buchanan,64401,64401,White,7,,
Buchanan,64440,64440,Multiple Race/Ethnicity,1,,
Buchanan,64440,64440,White,1,,
Buchanan,64443,64443,White,4,,
Buchanan,64448,64448,White,3,,
Buchanan,64484,64484,Asian,1,,
Buchanan,64484,64484,White,3,,
Buchanan,64501,64501,Black/African American,1,,
Buchanan,64501,64501,Not Specified,0,,
Buchanan,64501,64501,White,4,,
Buchanan,64502,64502,White,1,,
Buchanan,64503,64503,Asian,1,,
Buchanan,64503,64503,Hispanic/Latino,1,,
Buchanan,64503,64503,White,7,,
Buchanan,64504,64504,Hispanic/Latino,1,,
Buchanan,64504,64504,White,5,,
Buchanan,64505,64505,Hispanic/Latino,2,,
Buchanan,64505,64505,Multiple Race/Ethnicity,2,,
Buchanan,64505,64505,White,24,,
Buchanan,64506,64506,Black/African American,3,,
Buchanan,64506,64506,Hispanic/Latino,4,,
Buchanan,64506,64506,Multiple Race/Ethnicity,1,,
Buchanan,64506,64506,Not Specified,1,,
Buchanan,64506,64506,White,56,,
Buchanan,64507,64507,Multiple Race/Ethnicity,0,,
Buchanan,64507,64507,White,10,,
Butler,63932,63932,White,1,,
Butler,63940,63940,White,1,,
Butler,63945,63945,White,2,,
Butler,63954,63954,White,0,,
Butler,63901,63901,Asian,2,,
Butler,63901,63901,Black/African American,0,,
Butler,63901,63901,Hispanic/Latino,1,,
Butler,63901,63901,Multiple Race/Ethnicity,1,,
Butler,63901,63901,White,30,,
Butler,63902,63902,Black/African American,0,,
Butler,63902,63902,White,3,,
Butler,63961,63961,White,1,,
Caldwell,64624,64624,White,2,,
Caldwell,64625,64625,White,0,,
Caldwell,64637,64637,White,0,,
Caldwell,64644,64644,White,11,,
Caldwell,64649,64649,White,6,,
Caldwell,64650,64650,White,3,,
Caldwell,64671,64671,White,4,,
Callaway,65231,65231,Not Specified,1,,
Callaway,65231,65231,White,21,,
Callaway,65251,65251,Asian (Other),1,,
Callaway,65251,65251,Black/African American,3,,
Callaway,65251,65251,Multiple Race/Ethnicity,3,,
Callaway,65251,65251,Not Specified,1,,
Callaway,65251,65251,White,55,,
Callaway,65063,65063,White,10,,
Callaway,65043,65043,Black/African American,1,,
Callaway,65043,65043,White,31,,
Callaway,65262,65262,Asian,1,,
Callaway,65262,65262,Black/African American,1,,
Callaway,65262,65262,Multiple Race/Ethnicity,0,,
Callaway,65262,65262,White,0,,
Callaway,65059,65059,White,2,,
Callaway,65067,65067,White,1,,
Callaway,65077,65077,White,1,,
Callaway,65080,65080,White,2,,
Callaway,63388,63388,White,1,,
Camden,65020,65020,Asian (Other),1,,
Camden,65020,65020,Hispanic/Latino,1,,
Camden,65020,65020,Multiple Race/Ethnicity,1,,
Camden,65020,65020,Not Specified,0,,
Camden,65020,65020,White,36,,
Camden,65324,65324,Multiple Race/Ethnicity,1,,
Camden,65324,65324,White,0,,
Camden,65049,65049,Multiple Race/Ethnicity,2,,
Camden,65049,65049,White,19,,
Camden,65052,65052,Hispanic/Latino,1,,
Camden,65052,65052,White,12,,
Camden,65065,65065,Asian,1,,
Camden,65065,65065,Hispanic/Latino,1,,
Camden,65065,65065,Multiple Race/Ethnicity,2,,
Camden,65065,65065,White,31,,
Camden,65591,65591,White,0,,
Camden,65787,65787,White,1,,
Camden,65079,65079,White,7,,
Cape Girardeau,63732,63732,White,2,,
Cape Girardeau,63769,63769,White,4,,
Cape Girardeau,63739,63739,White,3,,
Cape Girardeau,63701,63701,Asian,0,,
Cape Girardeau,63701,63701,Asian (Other),1,,
Cape Girardeau,63701,63701,Hispanic/Latino,0,,
Cape Girardeau,63701,63701,Multiple Race/Ethnicity,2,,
Cape Girardeau,63701,63701,Not Specified,0,,
Cape Girardeau,63701,63701,White,65,,
Cape Girardeau,63703,63703,White,2,,
Cape Girardeau,63747,63747,White,1,,
Cape Girardeau,63755,63755,Asian (Other),1,,
Cape Girardeau,63755,63755,Hispanic/Latino,1,,
Cape Girardeau,63755,63755,Multiple Race/Ethnicity,1,,
Cape Girardeau,63755,63755,Not Specified,1,,
Cape Girardeau,63755,63755,White,55,,
Cape Girardeau,63766,63766,Black/African American,1,,
Cape Girardeau,63779,63779,White,0,,
Carroll,64633,64633,Black/African American,1,,
Carroll,64633,64633,Multiple Race/Ethnicity,1,,
Carroll,64633,64633,White,11,,
Carroll,64643,64643,White,3,,
Carroll,64668,64668,Hispanic/Latino,1,,
Carroll,64668,64668,White,6,,
Carroll,64682,64682,White,4,,
Carter,63965,63965,White,5,,
Carter,63937,63937,White,2,,
Cass,64725,64725,White,4,,
Cass,64012,64012,Asian,3,,
Cass,64012,64012,Black/African American,2,,
Cass,64012,64012,Hispanic/Latino,1,,
Cass,64012,64012,Multiple Race/Ethnicity,2,,
Cass,64012,64012,White,24,,
Cass,64734,64734,White,3,,
Cass,64746,64746,White,2,,
Cass,64747,64747,Multiple Race/Ethnicity,2,,
Cass,64747,64747,White,3,,
Cass,64701,64701,Black/African American,1,,
Cass,64701,64701,Hispanic/Latino,1,,
Cass,64701,64701,Multiple Race/Ethnicity,2,,
Cass,64701,64701,Not Specified,0,,
Cass,64701,64701,White,22,,
Cass,64078,64078,White,8,,
Cass,64080,64080,White,18,,
Cass,64083,64083,Asian,1,,
Cass,64083,64083,Black/African American,3,,
Cass,64083,64083,Multiple Race/Ethnicity,1,,
Cass,64083,64083,White,40,,
Cedar,64744,64744,White,2,,
Cedar,64756,64756,White,1,,
Cedar,65785,65785,White,8,,
Chariton,65236,65236,White,2,,
Chariton,65281,65281,White,13,,
Chariton,65246,65246,White,1,,
Chariton,65261,65261,White,4,,
Chariton,64660,64660,White,1,,
Chariton,65286,65286,White,1,,
Christian,65610,65610,White,2,,
Christian,65630,65630,Not Specified,1,,
Christian,65631,65631,Multiple Race/Ethnicity,1,,
Christian,65631,65631,White,4,,
Christian,65753,65753,Hispanic/Latino,0,,
Christian,65753,65753,White,3,,
Christian,65721,65721,American Indian/Alaska Native,1,,
Christian,65721,65721,Hispanic/Latino,1,,
Christian,65721,65721,Multiple Race/Ethnicity,2,,
Christian,65721,65721,Native Hawaiian or Other Pacific Islander,1,,
Christian,65721,65721,Not Specified,1,,
Christian,65721,65721,White,48,,
Christian,65714,65714,Asian,0,,
Christian,65714,65714,Hispanic/Latino,3,,
Christian,65714,65714,Multiple Race/Ethnicity,2,,
Christian,65714,65714,Not Specified,1,,
Christian,65714,65714,White,54,,
Christian,65754,65754,White,1,,
Clark,63430,63430,White,1,,
Clark,63453,63453,Multiple Race/Ethnicity,1,,
Clark,63453,63453,White,0,,
Clark,63445,63445,Hispanic/Latino,1,,
Clark,63445,63445,White,14,,
Clark,63472,63472,White,1,,
Clay,64117,64117,Black/African American,1,,
Clay,64117,64117,Hispanic/Latino,2,,
Clay,64117,64117,White,9,,
Clay,64161,64161,White,1,,
Clay,64119,64119,Asian,1,,
Clay,64119,64119,Asian (Other),1,,
Clay,64119,64119,Black/African American,7,,
Clay,64119,64119,Hispanic/Latino,4,,
Clay,64119,64119,Multiple Race/Ethnicity,3,,
Clay,64119,64119,Not Specified,1,,
Clay,64119,64119,White,45,,
Clay,64024,64024,Multiple Race/Ethnicity,1,,
Clay,64024,64024,Not Specified,1,,
Clay,64024,64024,White,17,,
Clay,64116,64116,Asian (Other),3,,
Clay,64116,64116,Hispanic/Latino,1,,
Clay,64116,64116,Multiple Race/Ethnicity,2,,
Clay,64116,64116,White,13,,
Clay,64118,64118,Asian,1,,
Clay,64118,64118,Asian (Other),2,,
Clay,64118,64118,Black/African American,5,,
Clay,64118,64118,Hispanic/Latino,7,,
Clay,64118,64118,Multiple Race/Ethnicity,1,,
Clay,64118,64118,White,48,,
Clay,64155,64155,Asian,1,,
Clay,64155,64155,Black/African American,7,,
Clay,64155,64155,Hispanic/Latino,8,,
Clay,64155,64155,Multiple Race/Ethnicity,4,,
Clay,64155,64155,Not Specified,0,,
Clay,64155,64155,White,66,,
Clay,64156,64156,Black/African American,1,,
Clay,64156,64156,White,11,,
Clay,64048,64048,Multiple Race/Ethnicity,2,,
Clay,64048,64048,White,10,,
Clay,64157,64157,Asian,1,,
Clay,64157,64157,Black/African American,1,,
Clay,64157,64157,Hispanic/Latino,7,,
Clay,64157,64157,Multiple Race/Ethnicity,1,,
